Player,Nationality,Team,Position,Age,Comp Level,Games,Games Starts,Minutes,Minutes 90S,Goals_Per90,Assists_Per90,Goals Pens_Per90,Pens Made_Per90,Pens Att_Per90,Cards Yellow_Per90,Cards Red_Per90,Xg_Per90,Npxg_Per90,Passes Completed_Per90,Passes_Per90,Passes Pct_Per90,Passes Total Distance_Per90,Passes Progressive Distance_Per90,Passes Completed Short_Per90,Passes Short_Per90,Passes Pct Short_Per90,Passes Completed Medium_Per90,Passes Completed Long_Per90,Passes Long_Per90,Passes Pct Long_Per90,Assisted Shots_Per90,Passes Into Final Third_Per90,Passes Into Penalty Area_Per90,Crosses Into Penalty Area_Per90,Progressive Passes_Per90,Shots On Target_Per90,Shots On Target Pct_Per90,Goals Per Shot_Per90,Goals Per Shot On Target_Per90,Average Shot Distance_Per90,Shots Free Kicks_Per90,Npxg Per Shot_Per90,Xg Net_Per90,Npxg Net_Per90,Passes Live_Per90,Passes Dead_Per90,Passes Free Kicks_Per90,Through Balls_Per90,Passes Switches_Per90,Crosses_Per90,Corner Kicks Straight_Per90,Throw Ins_Per90,Passes Offsides_Per90,Passes Blocked_Per90,Sca_Per90,Sca Passes Live_Per90,Sca Passes Dead_Per90,Sca Dribbles_Per90,Sca Shots_Per90,Sca Fouled_Per90,Sca Defense_Per90,Gca_Per90,Gca Passes Live_Per90,Gca Passes Dead_Per90,Gca Dribbles_Per90,Gca Shots_Per90,Gca Fouled_Per90,Gca Defense_Per90,Tackles_Per90,Tackles Won_Per90,Tackles Def 3Rd_Per90,Tackles Mid 3Rd_Per90,Tackles Att 3Rd_Per90,Dribble Tackles_Per90,Dribbles Vs_Per90,Dribble Tackles Pct_Per90,Dribbled Past_Per90,Blocks_Per90,Blocked Shots_Per90,Blocked Passes_Per90,Interceptions_Per90,Tackles Interceptions_Per90,Clearances_Per90,Errors_Per90,Touches_Per90,Touches Def Pen Area_Per90,Touches Def 3Rd_Per90,Touches Mid 3Rd_Per90,Touches Att 3Rd_Per90,Touches Att Pen Area_Per90,Touches Live Ball_Per90,Dribbles Completed_Per90,Dribbles_Per90,Dribbles Completed Pct_Per90,Miscontrols_Per90,Dispossessed_Per90,Passes Received_Per90,Progressive Passes Received_Per90
Gabriel Neves, URU,São Paulo,MF,24.0,Brasileiro Serie A,10,7.0,569,6.3,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,58.57,66.51,13.98,1075.71,249.21,24.13,27.78,13.79,27.3,6.19,7.14,13.76,0.63,5.56,0.16,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.81,2.54,2.54,0.0,0.63,0.0,0.0,0.0,0.16,0.79,1.75,1.43,0.0,0.16,0.0,0.0,0.16,0.32,0.32,0.0,0.0,0.0,0.0,0.0,2.06,1.75,0.95,0.95,0.16,1.27,3.49,5.78,2.22,1.11,0.16,0.95,1.43,3.49,1.75,0.0,72.7,1.43,13.17,50.95,8.89,0.16,72.7,0.16,0.16,15.87,1.11,1.27,51.9,0.95
Gabriel Noga, BRA,Atl Goianiense,DF,20.0,Brasileiro Serie A,1,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Novaes, BRA,Bragantino,"FW,MF",22.0,Brasileiro Serie A,13,2.0,385,4.3,0.23,0.0,0.23,0.0,0.0,0.47,0.0,0.35,0.35,13.02,16.98,17.84,196.05,28.84,7.44,9.53,18.14,4.42,0.93,1.16,18.6,0.7,0.93,0.23,0.23,0.23,0.7,11.63,0.04,0.08,2.28,0.0,0.06,-0.12,-0.12,15.35,1.63,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.93,1.63,0.7,0.0,0.0,0.23,0.7,0.0,0.23,0.0,0.0,0.0,0.0,0.23,0.0,1.4,0.47,0.23,0.47,0.7,0.23,0.23,23.26,0.0,0.47,0.23,0.23,0.47,1.86,0.23,0.0,28.14,0.7,3.02,11.4,14.19,2.79,28.14,1.16,2.79,9.7,2.09,1.16,19.53,4.19
Gabriel Osho, ENG,Luton Town,"DF,MF",22.0,Championship,23,16.0,1405,15.6,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.04,0.04,22.18,31.73,4.48,420.13,146.79,8.27,10.32,5.13,11.22,2.37,6.28,2.42,0.19,2.18,0.06,0.0,2.05,0.06,0.8,0.0,0.0,1.14,0.0,0.01,-0.04,-0.04,30.45,1.03,0.26,0.0,0.13,0.13,0.0,0.77,0.26,0.26,0.45,0.38,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.96,0.71,0.96,0.06,0.45,0.77,3.74,0.32,1.67,1.09,0.58,1.35,3.08,3.08,0.13,41.67,4.49,18.85,20.51,2.88,0.64,41.67,0.06,0.32,1.28,0.64,0.51,20.38,0.32
Gabriel Paulista,BRA,Valencia,DF,30.0,La Liga,19,19.0,1592,17.7,0.11,0.06,0.11,0.0,0.0,0.11,0.0,0.06,0.06,27.97,36.1,4.38,619.04,241.3,7.63,9.1,4.74,14.69,5.48,8.7,3.56,0.23,1.86,0.11,0.0,1.53,0.17,2.82,0.02,0.04,0.93,0.0,0.01,0.06,0.06,32.43,3.56,2.94,0.06,0.9,0.0,0.0,0.06,0.11,0.34,0.56,0.45,0.11,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,1.19,0.68,0.9,0.28,0.0,0.79,1.13,3.95,0.34,1.02,0.68,0.34,2.2,3.39,4.97,0.0,46.72,8.7,27.06,19.55,0.85,0.4,46.72,0.06,0.11,2.82,0.51,0.17,18.81,0.06
Gabriel Pereira, BRA,NYCFC,FW,20.0,MLS,26,14.0,1345,14.9,0.54,0.13,0.54,0.0,0.0,0.07,0.0,0.3,0.3,23.76,32.01,4.98,351.81,98.46,13.89,15.7,5.94,6.98,1.74,4.23,2.77,1.88,1.68,1.21,0.2,2.21,1.07,3.26,0.02,0.03,1.2,0.07,0.01,0.23,0.23,28.99,3.02,0.81,0.4,0.27,3.15,0.0,0.27,0.0,1.01,3.83,2.35,0.67,0.47,0.2,0.13,0.0,0.47,0.2,0.0,0.2,0.0,0.07,0.0,1.34,0.94,0.67,0.34,0.34,0.4,0.81,3.36,0.4,1.21,0.2,1.01,0.6,1.95,0.47,0.0,42.95,0.87,7.05,13.96,22.48,3.62,42.95,1.34,2.82,3.19,2.89,1.01,30.6,4.77
Gabriel Pirani, BRA,Santos,"FW,MF",19.0,Brasileiro Serie A,13,5.0,48,5.4,0.19,0.0,0.19,0.0,0.0,0.19,0.0,0.17,0.17,20.56,28.33,25.39,315.19,66.67,9.81,12.04,28.07,8.52,1.11,2.04,11.11,1.67,1.11,1.3,0.19,1.67,0.56,12.96,0.02,0.09,8.3,0.0,0.02,0.02,0.02,27.04,1.11,0.19,0.0,0.0,2.96,0.0,0.37,0.19,1.85,3.15,2.78,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.56,0.19,0.74,0.0,0.0,1.85,0.0,1.85,0.74,0.0,0.74,0.37,1.3,0.19,0.0,36.67,0.19,4.07,11.67,21.67,3.15,36.67,0.74,1.67,8.22,1.85,2.04,25.37,6.48
Gabriel Silva,BRA,Saint-Étienne,"DF,MF",30.0,Ligue 1,13,9.0,713,7.9,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.01,0.01,30.0,42.03,9.04,485.57,204.05,12.78,15.95,10.15,12.78,2.15,4.56,5.97,0.25,2.15,0.13,0.0,2.28,0.0,0.0,0.0,0.0,2.06,0.0,0.01,-0.01,-0.01,28.73,13.04,0.76,0.0,0.0,0.89,0.0,12.28,0.25,1.52,0.63,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.52,0.89,0.89,0.25,0.38,1.14,1.65,8.76,0.51,1.14,0.38,0.76,2.15,3.67,1.65,0.0,52.28,3.04,15.7,29.24,8.1,0.13,52.28,0.0,0.63,0.0,1.01,0.25,24.18,1.01
Gabriel Torres, PAN,UNAM,"FW,MF",32.0,Liga MX,8,3.0,318,3.5,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.29,0.29,16.86,26.0,18.51,277.71,71.14,8.57,10.86,22.54,6.0,2.0,4.0,14.29,1.14,0.57,1.14,0.0,1.71,0.0,0.0,0.0,0.0,5.03,0.0,0.03,-0.29,-0.29,25.71,0.0,0.0,0.29,0.57,2.29,0.0,0.0,0.29,1.43,2.0,1.71,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,1.14,0.86,0.0,0.29,0.57,1.14,14.29,0.57,0.29,0.0,0.29,0.57,1.71,0.57,0.0,34.0,0.0,5.43,12.0,17.14,2.29,34.0,1.14,2.29,14.29,1.43,1.43,25.14,4.86
Gabriel Veiga,ESP,Celta Vigo,MF,19.0,La Liga,7,0.0,108,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.33,55.83,64.67,656.67,201.67,23.33,27.5,70.67,17.5,2.5,5.0,41.67,0.83,3.33,3.33,0.83,5.83,0.0,0.0,0.0,0.0,23.83,0.0,0.02,0.0,0.0,55.0,0.83,0.83,0.0,0.0,2.5,0.0,0.0,0.0,0.83,0.83,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,3.33,0.0,3.33,0.83,2.5,10.0,20.83,7.5,1.67,0.0,1.67,3.33,7.5,0.83,0.0,76.67,0.0,7.5,50.0,22.5,0.83,76.67,5.0,5.83,71.42,2.5,0.83,45.0,1.67
Gabriel Veron, BRA,Palmeiras,"FW,MF",19.0,Brasileiro Serie A,12,7.0,569,6.3,0.16,0.48,0.16,0.0,0.0,0.0,0.0,0.13,0.13,17.3,21.9,12.54,261.59,74.13,10.48,12.06,13.78,4.76,1.27,1.75,11.54,1.75,1.43,0.95,0.0,1.9,0.95,8.65,0.01,0.03,3.25,0.0,0.01,0.03,0.03,20.32,1.59,0.16,0.16,0.0,0.95,0.0,1.43,0.0,0.63,3.49,2.7,0.0,0.32,0.32,0.16,0.0,0.63,0.48,0.0,0.0,0.0,0.16,0.0,2.22,1.27,1.27,0.95,0.0,1.59,1.9,13.22,0.32,0.63,0.0,0.63,0.95,3.17,0.48,0.0,33.33,0.79,5.87,12.22,16.83,3.49,33.33,1.75,3.49,7.94,1.59,1.59,20.48,6.03
Gabriel Vidovic,CRO,Bayern Munich,"FW,MF",17.0,Bundesliga,3,0.0,36,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,52.5,190.5,550.0,117.5,27.5,27.5,250.0,10.0,2.5,2.5,250.0,5.0,5.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.5,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,2.5,5.0,20.0,32.5,7.5,55.0,7.5,10.0,187.5,2.5,5.0,37.5,7.5
Gabriel Vieira, BRA,Palmeiras,FW,19.0,Brasileiro Serie A,1,0.0,12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1000.0,90.0,0.0,10.0,10.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0
Gabriele Corbo, ITA,CF Montréal,DF,22.0,MLS,14,13.0,1132,12.6,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.02,0.02,46.19,54.05,6.79,870.63,375.24,18.49,19.21,7.64,21.75,5.32,8.1,5.21,0.32,5.79,0.48,0.08,3.73,0.0,0.0,0.0,0.0,1.23,0.0,0.01,-0.02,-0.02,51.35,2.54,2.06,0.08,1.27,0.48,0.0,0.48,0.16,0.63,0.79,0.79,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,1.67,1.11,0.63,0.87,0.16,1.03,1.43,5.73,0.4,1.11,0.79,0.32,1.03,2.7,2.3,0.0,61.75,4.52,24.05,34.37,3.73,0.4,61.75,0.16,0.16,7.94,0.79,0.08,43.17,0.08
Gabriele Zappa,ITA,Cagliari,DF,21.0,Serie A,25,11.0,1144,12.7,0.0,0.0,0.0,0.0,0.0,0.31,0.08,0.04,0.04,35.75,47.95,5.87,595.98,264.09,19.37,22.36,6.82,12.44,3.54,6.61,4.22,0.55,2.6,0.47,0.39,2.36,0.16,2.62,0.0,0.0,1.46,0.0,0.01,-0.04,-0.04,40.31,7.48,0.87,0.0,0.16,1.97,0.0,6.61,0.16,1.97,1.42,1.26,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,0.71,0.94,0.47,0.24,0.47,1.89,1.97,1.42,1.18,0.39,0.79,1.1,2.76,2.2,0.0,57.87,3.62,21.34,24.8,12.52,0.87,57.87,0.87,2.05,3.33,1.42,0.79,34.57,1.26
Gaddi Aguirre, MEX,Atlas,DF,25.0,Liga MX,15,11.0,982,10.9,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.06,0.06,36.97,46.42,7.3,776.24,338.62,10.83,12.94,7.68,20.37,5.41,9.36,5.3,0.18,3.76,0.0,0.0,2.57,0.18,2.04,0.0,0.0,1.2,0.0,0.01,-0.06,-0.06,38.72,7.52,1.1,0.09,0.73,0.18,0.0,6.42,0.18,0.37,0.46,0.18,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,1.47,0.92,0.46,0.18,0.92,1.28,6.55,0.37,1.1,0.46,0.64,2.02,3.58,2.39,0.0,54.68,2.84,18.62,31.47,4.86,0.83,54.68,0.09,0.09,9.17,0.37,0.0,29.27,0.28
Gael Sandoval, MEX,Mazatlán,"MF,DF",25.0,Liga MX,3,0.0,52,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,21.67,30.0,120.33,480.0,233.33,8.33,8.33,166.67,10.0,3.33,5.0,111.17,3.33,3.33,1.67,0.0,6.67,0.0,0.0,0.0,0.0,24.5,0.0,0.12,-0.17,-0.17,28.33,1.67,1.67,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.67,3.33,0.0,1.67,0.0,1.67,0.0,1.67,0.0,0.0,0.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,36.67,1.67,3.33,20.0,13.33,3.33,36.67,1.67,1.67,166.67,1.67,0.0,26.67,3.33
Gaetano Castrovilli,ITA,Fiorentina,MF,24.0,Serie A,23,16.0,1391,15.5,0.06,0.06,0.06,0.0,0.0,0.26,0.0,0.08,0.08,26.06,34.77,4.84,427.55,120.52,13.87,15.68,5.71,9.35,1.94,3.94,3.17,0.9,2.39,1.55,0.0,3.55,0.13,0.86,0.0,0.03,1.12,0.06,0.01,-0.01,-0.01,32.19,2.39,1.03,0.26,0.71,2.58,0.0,0.39,0.19,1.29,3.16,2.32,0.39,0.13,0.06,0.26,0.0,0.32,0.32,0.0,0.0,0.0,0.0,0.0,1.61,1.1,0.97,0.39,0.26,0.77,1.48,3.37,0.71,1.16,0.26,0.9,0.71,2.32,0.39,0.0,45.1,0.84,6.77,21.1,18.06,2.71,45.1,1.61,1.87,5.56,2.77,1.23,30.84,2.19
Gaga Slonina, USA,Chicago Fire,GK,17.0,MLS,32,32.0,2880,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.66,28.62,2.15,614.78,466.75,2.25,2.31,3.04,9.03,8.25,17.0,1.52,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.84,10.72,3.19,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.03,0.03,0.75,0.09,31.28,27.06,31.16,0.12,0.0,0.0,31.28,0.0,0.0,0.0,0.09,0.0,10.47,0.0
Gaius Makouta, CGO,Boavista,MF,24.0,Primeira Liga,30,29.0,2520,28.0,0.07,0.11,0.07,0.0,0.0,0.21,0.04,0.11,0.11,30.57,38.82,2.81,499.89,125.79,14.18,16.68,3.04,13.11,2.07,3.61,2.05,0.82,2.93,0.39,0.14,2.5,0.32,0.95,0.0,0.01,0.72,0.04,0.0,-0.04,-0.04,37.32,1.36,0.61,0.04,0.14,1.07,0.0,0.14,0.14,0.75,1.89,1.5,0.07,0.11,0.11,0.11,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,1.61,0.96,0.71,0.79,0.11,0.75,1.64,1.63,0.89,0.64,0.14,0.5,1.25,2.86,1.11,0.04,50.21,1.79,9.71,31.04,10.54,1.25,50.21,1.68,3.07,1.95,2.32,1.29,33.43,1.79
Galeno, BRA,Porto,"MF,FW",23.0,Primeira Liga,26,10.0,313,14.1,0.28,0.21,0.21,0.07,0.07,0.21,0.0,0.28,0.23,26.6,36.31,10.3,430.99,98.01,14.33,17.38,11.79,9.29,2.13,3.62,7.19,1.91,1.21,1.42,0.43,1.84,1.06,6.11,0.01,0.03,2.65,0.07,0.01,0.0,-0.01,33.69,2.62,0.21,0.35,0.64,2.06,0.0,2.41,0.0,0.78,4.04,2.84,0.07,0.28,0.35,0.43,0.07,0.64,0.35,0.0,0.14,0.07,0.07,0.0,1.77,1.21,0.57,0.85,0.35,0.99,2.27,4.83,1.28,1.13,0.07,1.06,0.78,2.55,0.99,0.07,52.06,0.85,5.6,18.44,28.87,6.03,51.99,2.2,4.26,7.63,4.04,1.28,38.01,7.73
Ganso, BRA,Fluminense,"MF,FW",32.0,Brasileiro Serie A,33,33.0,2477,27.5,0.18,0.18,0.07,0.11,0.11,0.25,0.0,0.14,0.05,66.04,75.49,3.18,913.78,288.95,40.44,43.67,3.37,19.56,2.98,4.69,2.31,2.47,8.0,1.89,0.29,5.75,0.18,0.91,0.0,0.01,0.89,0.22,0.0,0.04,0.02,69.89,5.2,2.87,0.4,0.22,2.18,0.04,1.09,0.4,0.91,4.55,3.85,0.33,0.04,0.15,0.07,0.11,0.36,0.33,0.0,0.0,0.0,0.04,0.0,1.45,0.8,0.44,0.73,0.29,0.47,1.38,1.24,0.91,0.8,0.15,0.65,0.33,1.78,0.33,0.0,82.36,1.24,11.35,45.05,26.69,1.16,82.25,1.24,1.82,2.47,1.09,1.31,67.82,3.27
Gaoussou Samaké, CIV,D.C. United,DF,24.0,MLS,3,1.0,112,1.2,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,28.33,42.5,55.58,441.67,140.0,16.67,21.67,64.08,10.0,1.67,4.17,33.33,0.83,1.67,0.83,0.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.83,6.67,0.0,0.0,0.83,0.83,0.0,6.67,0.0,2.5,1.67,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,1.67,1.67,0.0,0.0,0.83,3.33,20.83,2.5,0.83,0.0,0.83,0.83,2.5,5.0,0.0,57.5,4.17,21.67,23.33,13.33,0.83,57.5,0.0,0.0,0.0,2.5,1.67,25.83,2.5
García, BRA,Palmeiras,"DF,MF",20.0,Brasileiro Serie A,4,0.0,97,1.1,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,58.18,69.09,76.55,1163.64,448.18,23.64,24.55,87.55,19.09,13.64,16.36,75.73,0.0,4.55,1.82,0.0,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.64,5.45,0.0,0.0,0.0,0.91,0.0,5.45,0.0,1.82,2.73,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,3.64,2.73,0.0,74.55,1.82,23.64,31.82,19.09,3.64,74.55,0.0,0.0,0.0,0.91,0.91,56.36,6.36
Gareth Bale, WAL,Los Angeles FC,FW,32.0,MLS,17,6.0,635,7.0,0.8300000000000001,0.0,0.8300000000000001,0.0,0.0,0.65,0.0,0.9299999999999999,0.9299999999999999,45.03,59.43,42.65,685.74,190.43,25.5,30.0,48.36,13.88,4.05,5.970000000000001,37.45,2.19,4.3,1.74,0.91,4.62,3.48,21.950000000000003,0.05,0.13,10.91,0.91,0.06,-0.1,-0.1,56.15,2.31,0.26,0.51,0.8300000000000001,2.76,0.0,1.28,0.97,2.44,4.75,3.73,0.0,0.26,0.51,0.26,0.0,0.26,0.0,0.0,0.26,0.0,0.0,0.0,1.42,0.8300000000000001,0.5800000000000001,0.51,0.32,0.5800000000000001,2.06,16.6,1.48,0.65,0.0,0.65,1.1600000000000001,2.5700000000000003,1.86,0.0,79.5,1.54,11.05,30.830000000000002,38.13,8.81,79.5,1.35,3.6,19.44,3.1500000000000004,1.1600000000000001,58.93000000000001,6.17
Gary Cahill, ENG,Bournemouth,DF,35.0,Championship,22,21.0,1939,21.5,0.0,0.05,0.0,0.0,0.0,0.19,0.05,0.01,0.01,50.51,58.6,4.01,1009.16,370.7,14.74,16.56,4.14,30.09,5.26,8.05,3.04,0.14,2.05,0.09,0.0,2.33,0.05,0.78,0.0,0.0,0.97,0.0,0.0,-0.01,-0.01,56.88,1.63,1.53,0.05,0.23,0.0,0.0,0.09,0.09,0.33,0.14,0.09,0.05,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.6,0.51,0.47,0.14,0.0,0.19,0.42,2.07,0.23,0.7,0.6,0.09,1.21,1.81,4.47,0.05,67.3,10.09,37.16,28.74,1.53,0.79,67.3,0.05,0.09,2.33,0.51,0.09,44.37,0.05
Gary Gardner, ENG,Birmingham City,MF,29.0,Championship,35,31.0,2765,30.7,0.2,0.0,0.2,0.0,0.0,0.29,0.07,0.14,0.14,23.19,33.71,2.24,469.02,146.12,9.41,13.0,2.36,9.45,3.88,6.87,1.84,0.65,4.01,0.62,0.26,2.77,0.39,0.8,0.0,0.02,0.59,0.07,0.0,0.06,0.06,33.06,0.49,0.16,0.03,0.94,1.17,0.0,0.23,0.16,0.59,2.12,1.66,0.03,0.03,0.13,0.2,0.07,0.16,0.13,0.0,0.0,0.0,0.0,0.03,1.82,1.01,0.72,1.01,0.1,0.85,1.6,1.73,0.75,0.75,0.2,0.55,1.5,3.32,2.18,0.03,45.21,2.54,9.15,25.67,11.34,1.86,45.21,0.62,1.04,1.93,1.4,0.62,24.04,1.82
Gary Kagelmacher, URU,León,DF,33.0,Liga MX,7,6.0,501,5.6,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.02,0.02,44.82,50.71,15.79,874.46,291.43,14.64,15.71,16.64,25.54,4.46,6.61,12.07,0.0,1.43,0.0,0.0,1.96,0.0,0.0,0.0,0.0,4.55,0.0,0.01,-0.02,-0.02,48.57,1.96,1.96,0.18,0.18,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,1.79,1.79,0.54,0.0,1.07,1.79,10.71,0.71,1.96,1.61,0.36,1.25,3.57,4.46,0.0,61.79,6.96,34.82,26.07,1.07,0.36,61.79,0.18,0.18,17.86,0.54,0.18,39.29,0.36
Gary Madine, ENG,Blackpool,FW,30.0,Championship,34,27.0,2451,27.2,0.33,0.0,0.22,0.11,0.15,0.15,0.0,0.4,0.29,15.04,24.6,2.25,211.58,50.99,9.38,14.3,2.41,3.82,1.07,1.4,2.81,0.62,1.69,0.44,0.04,1.84,0.74,1.22,0.0,0.01,0.47,0.0,0.0,-0.07,-0.07,24.15,0.33,0.15,0.11,0.18,0.15,0.0,0.04,0.11,0.59,2.06,1.43,0.04,0.04,0.26,0.26,0.04,0.22,0.07,0.0,0.0,0.07,0.07,0.0,0.59,0.33,0.11,0.18,0.29,0.29,0.48,2.26,0.18,0.29,0.04,0.26,0.07,0.66,1.07,0.0,34.67,1.21,2.57,16.8,15.48,4.04,34.52,0.37,0.66,2.04,2.5,1.29,26.8,3.68
Gary Medel,CHI,Bologna,DF,33.0,Serie A,33,32.0,2823,31.4,0.0,0.03,0.0,0.0,0.0,0.32,0.03,0.01,0.01,48.03,54.01,2.83,982.42,413.6,15.67,16.56,3.01,24.08,7.8,10.67,2.33,0.1,2.32,0.19,0.0,1.75,0.0,0.0,0.0,0.0,0.37,0.0,0.0,-0.01,-0.01,49.65,4.17,3.85,0.06,0.16,0.06,0.0,0.25,0.19,0.32,0.54,0.45,0.06,0.03,0.0,0.0,0.0,0.1,0.06,0.03,0.0,0.0,0.0,0.0,1.24,0.73,0.86,0.35,0.03,0.51,1.15,1.41,0.64,0.96,0.67,0.29,1.4,2.64,3.57,0.0,61.88,12.07,35.41,26.02,0.92,0.06,61.88,0.32,0.41,2.45,0.25,0.06,38.06,0.1
Gaspar, BRA,Avaí,FW,19.0,Brasileiro Serie A,3,0.0,40,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,12.5,22.5,139.0,202.5,67.5,5.0,5.0,250.0,7.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,62.5,0.0,0.0,52.75,0.0,0.08,-0.25,-0.25,20.0,2.5,0.0,0.0,0.0,2.5,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,2.5,0.0,7.5,7.5,12.5,150.0,5.0,2.5,0.0,2.5,2.5,12.5,0.0,0.0,50.0,2.5,15.0,7.5,27.5,7.5,50.0,0.0,0.0,0.0,2.5,0.0,22.5,2.5
